Date,Tweet-text,Retweets,Likes,entities,topic,confidence,sentiment,sentiment_confidence
2014/03/17_11:44,Watch: Keegan found the freedom to start his own business. http://ofa.bo/iIi  #ThisIsWhy #14DaysLeft,141,319,"[['Keegan', 'PERSON']]",business,0.827019453048706,neutral,0.6428040266036987
2014/03/16_11:12,If you were thinking about chipping in for the final health care push now's the time: http://ofa.bo/aI9  #LastCall2014,353,503,[],health,0.8857902884483337,neutral,0.7985763549804688
2014/03/16_08:14,Here's a quick way you can help out in the final push for health care: http://ofa.bo/cHF  #LastCall2014,321,413,[],health,0.940701425075531,positive,0.6642425060272217
2014/03/15_16:50,Say you were a part of the final push to help Americans get covered: http://ofa.bo/eHi  #LastCall2014,461,603,"[['Americans', 'NORP']]",americans,0.8011683821678162,neutral,0.7710675597190857
2014/03/15_13:37,Act fast or you might miss this. http://ofa.bo/aI3  #GetCoveredNow,338,493,[],business,0.4318896830081939,neutral,0.5973036289215088
2014/03/15_06:31,Don't take chances with your health. #GetCoveredNow http://ofa.bo/fIR pic.twitter.com/fLSHYf7KD3,1084,1327,[],health,0.9351996779441832,neutral,0.6239933967590332
2014/03/14_16:49,This is your chance to pitch in and help make the Affordable Care Act a success: http://ofa.bo/dGW  #LastCall2014,320,511,"[['the Affordable Care Act', 'LAW']]",health,0.719946563243866,positive,0.8192257881164551
2014/03/14_12:35,These moms want you to #GetCoveredNow: http://ofa.bo/sHx  #YourMomCares h/t @JonahHill @aliciakeys @adamlevine @JLo,307,531,[],health,0.6267915368080139,positive,0.5294885039329529
2014/03/13_13:03,There are 18 days left for health care enrollment. Help @OFA fight to the finish: http://ofa.bo/tFg,379,399,"[['@OFA', 'ORG']]",health,0.7253149747848511,neutral,0.7133377194404602
2014/03/13_11:41,President Obama: I'm going to do what I can to raise wages for hard working Americans. #OpportunityForAll,707,988,"[['Obama', 'PERSON'],['Americans', 'NORP']]",americans,0.69447922706604,positive,0.650161862373352
2014/03/13_11:39,In America it doesn't matter where you started—if you're willing to work hard and act responsibly you can get ahead.—President Obama,1422,1356,"[['America', 'GPE'],['Obama', 'PERSON']]",USA,0.5390449166297913,positive,0.6869140267372131
2014/03/13_11:37,Those at the top are doing better than ever but for the average family wages have barely budged. —President Obama #OpportunityForAll,456,565,"[['Obama', 'PERSON']]",americans,0.7131186127662659,positive,0.8379179835319519
2014/03/13_11:37,Thanks to the hard working resilience of Americans ... our economy has been growing for a number of years now. —President Obama,309,497,"[['Americans', 'NORP'],['—President Obama', 'PERSON']]",americans,0.8893508911132812,positive,0.948723554611206
2014/03/13_11:27,WATCH: President Obama is discussing his plan to improve overtime pay protections for American workers.http://ofa.bo/pGW ,203,308,"[['Obama', 'PERSON'],['American', 'NORP']]",americans,0.5404453277587891,neutral,0.7626000046730042
2014/03/13_08:48,Going without health insurance is risky business. http://ofa.bo/eFs  #LastCall2014pic.twitter.com/S6dhtZrSKI,311,404,[],health,0.7114755511283875,negative,0.6168553233146667
2014/03/12_15:23,Do your part now to support the final push for health care in 2014: http://ofa.bo/pFv pic.twitter.com/Aldtd0XMbG,836,1007,[],health,0.910496473312378,positive,0.5370261669158936
2014/03/12_10:09,Don't miss the deadline. #GetCovered today: http://ofa.bo/fFs  #LastCall2014pic.twitter.com/4h4u12KLtf,505,399,[],business,0.4350713789463043,neutral,0.5183930397033691
2014/03/12_09:01,For the first time in almost four decades Lori and her family have affordable care. http://ofa.bo/pFc  #ThisIsWhy,227,430,"[['Lori', 'PERSON']]",health,0.6408613920211792,positive,0.7845057249069214
2014/03/12_07:27,Enrollment ends on March 31. See how affordable health care could be for you: http://ofa.bo/cEl  #LastCall2014,311,344,[],health,0.872951328754425,neutral,0.540206789970398
2014/03/11_13:05,FACT: $100 a month for health care is now a realistic price for nearly six in 10 uninsured Americans. http://ofa.bo/pFE  #LastCall2014,359,489,"[['Americans', 'NORP']]",health,0.647867739200592,neutral,0.6820516586303711
2014/03/11_08:21,President Obama sits down for an interview with @galifianakisz: http://ofa.bo/dDl  #BetweenTwoFerns,2651,2165,"[['Obama', 'PERSON']]",americans,0.5282983779907227,neutral,0.8983089923858643
2014/03/10_17:08,Climate change is real. These senators are demanding action. http://ofa.bo/jEg  #Up4Climate,754,842,[],climate change,0.7013954520225525,neutral,0.6932249069213867
2014/03/10_14:06,ICYMI: President Obama kicked off a new voyage on #Cosmos last night. http://ofa.bo/cDb ,243,447,"[['Obama', 'PERSON'],['#', 'ORG'],['Cosmos', 'WORK_OF_ART']]",americans,0.4944005310535431,neutral,0.7554751038551331
2014/03/10_13:04,"Americans are getting covered. New info from @GallupNews: ""U.S. Uninsured Rate Continues to Fall""http://ofa.bo/tDk ",341,496,"[['Americans', 'NORP'],['@GallupNews', 'ORG']]",americans,0.7011708617210388,neutral,0.7439262270927429
2014/03/10_11:51,Don’t miss out: #AffordableCare is in your reach. http://ofa.bo/eEB pic.twitter.com/uPrn3X37DO,257,377,"[['#AffordableCare is', 'LAW']]",health,0.7171260714530945,positive,0.8109464049339294
2014/03/10_11:14,DYK: The price of health insurance for almost half of uninsured single young-adults—$50 or less. http://ofa.bo/sER  #AffordableCare,293,349,"[['DYK', 'PERSON']]",health,0.8376187086105347,neutral,0.7350653409957886
2014/03/10_10:08,Retweet to spread the word: There are three weeks left to #GetCovered with #AffordableCare. Don't miss this chance.,986,490,[],health,0.6092273592948914,positive,0.9289823174476624
2014/03/09_07:58,Last call for health insurance that starts in 2014: http://ofa.bo/rE4  #LastCall2014pic.twitter.com/Zji3hV7Jfb,797,937,[],health,0.9225743412971495,neutral,0.8629356026649475
2014/03/08_12:34,$35 for health insurance fits squarely into Rosetta's budget: http://ofa.bo/qDg pic.twitter.com/u3fYeVCZSB,562,744,"[['Rosetta', 'PERSON']]",health,0.9312807321548462,neutral,0.7972778081893921
2014/03/08_10:05,Joshua just bought his own health insurance for the first time. Guess how little he's paying: http://ofa.bo/sDM pic.twitter.com/BcBj9yqUbs,420,611,"[['Joshua', 'PERSON']]",health,0.8270414471626282,neutral,0.6465047001838684
2014/03/08_09:11,A clear majority of Americans support raising the minimum wage. —President Obama http://ofa.bo/fDx  #RaiseTheWage,576,767,"[['Americans', 'NORP'],['Obama', 'PERSON']]",americans,0.7340273857116699,positive,0.6741803884506226
2014/03/08_07:55,In his weekly address President Obama calls on Congress to listen to the American people and raise the minimum wage.http://ofa.bo/aDc ,417,625,"[['Obama', 'PERSON'],['Congress', 'ORG'],['American', 'NORP']]",americans,0.5370061993598938,neutral,0.7735105752944946
2014/03/07_14:50,Their actions helped set an example for a generation. —President Obama on the brave men and women who marched on Bloody Sunday in 1955,517,722,"[['Obama', 'PERSON'],['Bloody Sunday', 'EVENT']]",americans,0.5559781789779663,positive,0.6375364661216736
2014/03/07_12:32,President Obama: If you don't let anyone tell you something is out of your reach not only will you be great this country will be great.,953,981,"[['Obama', 'PERSON']]",americans,0.5569656491279602,positive,0.5271226763725281
2014/03/07_12:25,Nationwide over 1 million high school students did not fill out the FAFSA form ... fill out the form. —President Obama #CollegeOpportunity,511,574,"[['Obama', 'PERSON']]",americans,0.7807008624076843,negative,0.515853762626648
2014/03/07_12:23,We need to do more to help Americans who feel trapped by student loan debt. —President Obama #CollegeOpportunity,901,1157,"[['Americans', 'NORP'],['Obama', 'PERSON']]",americans,0.8549342751502991,neutral,0.6118369102478027
2014/03/07_12:22,Today more young people are earning college degrees than ever before. That's a great thing. —President Obama #CollegeOpportunity,494,695,"[['Obama', 'PERSON']]",americans,0.6234687566757202,positive,0.9807252287864684
2014/03/07_12:20,The dropout rate has been dropping and among Latino students it has been cut in half. —President Obama #CollegeOpportunity,409,658,"[['Latino', 'NORP'],['Obama', 'PERSON']]",americans,0.5933009386062622,neutral,0.6783791780471802
2014/03/07_12:20,Retweet if you agree every child in America should have access to a world class education. #CollegeOpportunity,3316,1452,"[['America', 'GPE']]",americans,0.5504252314567566,positive,0.6557072401046753
2014/03/07_12:19,Opportunity is what drew many of your parents and grandparents to America. We've got to restore that for your generation. —President Obama,613,664,"[['America', 'GPE'],['Obama', 'PERSON']]",americans,0.4822833240032196,neutral,0.552659809589386
2014/03/07_12:15,By working hard every single day—every single night—you are making the best investment there is in your future. —President Obama,1227,1042,"[['Obama', 'PERSON']]",americans,0.5709972381591797,positive,0.9141716361045836
2014/03/07_12:04,LIVE: President Obama is speaking about how to provide every child with a quality education:http://ofa.bo/pDN ,312,423,"[['Obama', 'PERSON']]",americans,0.7149876356124878,positive,0.5720753073692322
2014/03/07_11:00,President Obama is in Florida to discuss the importance of giving kids a quality education. Tune in at 2:40 p.m. ET: http://ofa.bo/cCK,322,455,"[['Obama', 'PERSON'],['Florida', 'GPE']]",americans,0.562046229839325,neutral,0.5342020988464355
2014/03/06_15:18,Today @OFA volunteers are calling on Congress to give American women a #FairShot.,266,449,"[['@OFA', 'ORG'],['Congress', 'ORG'],['American', 'NORP']]",americans,0.5416554808616638,neutral,0.7276978492736816
2014/03/06_13:37,If you're Latino and have been going without health insurance don't miss out: http://ofa.bo/hCj  #Aseguratepic.twitter.com/JYmP9HG7Ko,518,548,"[['Latino', 'NORP']]",health,0.947628915309906,neutral,0.7104985117912292
2014/03/06_12:14,Retweet if you agree that women in America deserve a #FairShot.pic.twitter.com/VuAyWKd3G4,3682,1830,"[['America', 'GPE']]",americans,0.4833183586597442,neutral,0.6415636539459229
2014/03/06_09:31,You don't punish me by not signing up for health care—you're punishing yourself or your family. —President Obama #Asegurate,914,1008,"[['Obama', 'PERSON']]",health,0.8043646812438965,negative,0.6144682168960571
2014/03/06_09:20,I've seen too many stories of people who did not have health insurance and tragedy struck and they were unprepared. —President Obama,420,515,"[['Obama', 'PERSON']]",health,0.7568931579589844,negative,0.7528767585754395
2014/03/06_09:10,President Obama: The vast majority of people will find a good health care option that's affordable for them—many with financial assistance.,211,311,"[['Obama', 'PERSON']]",health,0.701503336429596,positive,0.7357834577560425
2014/03/06_09:00,I don't want a young person out there to get sick ... and suddenly they're in a position to lose everything they have. —President Obama,619,718,"[['Obama', 'PERSON']]",health,0.7496240139007568,negative,0.7409201264381409
2014/03/06_08:52,One out of four of the uninsured are Latino. —President Obama #Asegurate,277,362,"[['Latino', 'NORP'],['Obama', 'PERSON']]",health,0.6096304655075073,neutral,0.7648436427116394
2014/03/06_08:47,We have 41 million people in this country who don't have health insurance. —President Obama #Asegurate,390,390,"[['Obama', 'PERSON']]",health,0.6986017823219299,neutral,0.4793678820133209
2014/03/06_08:43,LIVE: President Obama is talking at a town hall about getting the Latino community covered. http://ofa.bo/aCd  #Asegurate,195,305,"[['Obama', 'PERSON'],['Latino', 'NORP']]",politics,0.5558269023895264,neutral,0.8038812875747681
2014/03/06_07:32,If you have Latino friends and family let them know it's time to check their health insurance options: http://ofa.bo/bDN  #Asegurate,413,447,"[['Latino', 'NORP']]",health,0.9171735048294068,neutral,0.8916962146759033
2014/03/05_12:03,President Obama: You deserve to know where your elected officials stand. Ask them: Do you support raising the minimum wage to $10.10?,579,859,"[['Obama', 'PERSON']]",politics,0.6142956018447876,neutral,0.7510767579078674
2014/03/05_11:51,Nearly 3 in 4 Americans—about half of all Republicans—support raising the minimum wage. —President Obama #RaiseTheWage #OpportunityForAll,477,685,"[['Americans', 'NORP'],['Republicans', 'NORP'],['Obama', 'PERSON']]",americans,0.678030252456665,positive,0.5611718893051147
2014/03/05_11:48,It's good for business. It's good for America. —President Obama on raising the minimum wage and creating #OpportunityForAll,422,565,"[['America', 'GPE'],['Obama', 'PERSON']]",business,0.6761371493339539,positive,0.8626758456230164
2014/03/05_11:45,Profitable companies like Costco have long seen higher wages as good business. —President Obama #RaiseTheWage #OpportunityForAll,403,581,"[['Costco', 'ORG'],['Obama', 'PERSON']]",business,0.937610685825348,positive,0.8311787843704224
2014/03/05_11:43,Retweet if you agree: Now is the time to give America a raise. #OpportunityForAll #RaiseTheWage,2254,896,"[['America', 'GPE']]",americans,0.5726699829101562,positive,0.8096272349357605
2014/03/05_11:40,President Obama: Let's make sure women get equal pay for equal work. #StandWithWomen,1929,1785,"[['Obama', 'PERSON']]",americans,0.5722119212150574,neutral,0.6371763944625854
2014/03/05_11:35,More young people are earning college degrees than ever before. —President Obama,578,812,"[['Obama', 'PERSON']]",americans,0.6631699204444885,positive,0.8339081406593323
2014/03/05_11:31,LIVE: President Obama is pressing Congress to #RaiseTheWage. Watch:http://ofa.bo/jC3,213,291,"[['Obama', 'PERSON'],['Congress', 'ORG']]",politics,0.4923002421855926,neutral,0.8532675504684448
2014/03/05_10:31,Today Michelle and I join our fellow Christians in the United States and around the world in marking Ash Wednesday. —President Obama,790,1182,"[['Michelle', 'PERSON'],['Christians', 'NORP'],['the United States', 'GPE'],['Obama', 'PERSON']]",americans,0.7411124110221863,neutral,0.5364735722541809
2014/03/05_09:21,The Affordable Care Act is putting money back into Americans' pockets. http://ofa.bo/rCH  via @washingtonpost,339,461,"[['The Affordable Care Act', 'LAW'],['Americans', 'NORP']]",americans,0.5130812525749207,neutral,0.534841775894165
2014/03/05_07:42,This is too big to miss out—join the millions of Americans who have already gotten covered: http://ofa.bo/eBv  #LastCall2014,254,386,"[['Americans', 'NORP']]",americans,0.7680982351303101,positive,0.6116077899932861
2014/03/04_10:17,Health care reform matters. Just ask Michael: http://ofa.bo/rC7  #ThisIsWhypic.twitter.com/19syaCp5ME,289,402,"[['Michael', 'PERSON']]",health,0.815582275390625,neutral,0.7065736055374146
2014/03/04_07:35,You don't want to go the rest of the year without health insurance. Get covered now: http://ofa.bo/iBs  #LastCall2014,350,421,[],health,0.8893203139305115,neutral,0.4764399826526642
2014/03/03_14:28,"President Obama on #ReadAcrossAmerica Day: ""Today Americans young and old will take time to get lost in a story.""",504,662,"[['Obama', 'PERSON'],['#ReadAcrossAmerica Day', 'EVENT'],['Americans', 'NORP']]",americans,0.5775976777076721,neutral,0.6646569967269897
2014/03/03_11:11,31 reasons health care reform matters: http://ofa.bo/dB9  #TimeToEnroll,422,545,[],health,0.949765920639038,neutral,0.6895039081573486
2014/03/03_10:19,Don't gamble with your health. The #TimeToEnroll is today: http://ofa.bo/tBQ ,298,428,[],health,0.9373043179512024,neutral,0.7290135622024536
2014/03/01_09:32,Join the millions of Americans who are covered: http://ofa.bo/aAi  #LastCall2014,280,419,"[['Americans', 'NORP']]",americans,0.7406237125396729,neutral,0.7950741648674011
2014/02/28_13:28,It's your imagination and your creativity and your dreams that will help this country move forward. —President Obama to young filmmakers,1404,1294,"[['Obama', 'PERSON']]",americans,0.6727412343025208,positive,0.7733972668647766
2014/02/28_13:27,President Obama: Thanks to innovative schools teachers and students like you—we know what school might look like in the century ahead.,403,611,"[['Obama', 'PERSON']]",americans,0.6087950468063354,positive,0.8343324065208435
2014/02/28_13:16,Every child in America deserves a world class education. —President Obama #WHFilmFest,1110,1335,"[['America', 'GPE'],['Obama', 'PERSON'],['WHFilmFest', 'EVENT']]",americans,0.5131633877754211,positive,0.7334816455841064
2014/02/28_13:11,Watch: President Obama is speaking at the White House Student Film Festival.http://ofa.bo/iAb ,188,307,"[['Obama', 'PERSON'],['the White House Student Film Festival.http://ofa.bo/iAb', 'EVENT'],                                                               ]",americans,0.5610114932060242,neutral,0.8677671551704407
2014/02/28_07:44,Be at the forefront of the Affordable Care Act's success:http://ofa.bo/bBJ ,222,323,"[[""the Affordable Care Act's"", 'LAW']]",health,0.6920142769813538,positive,0.6963481903076172
2014/02/27_16:58,For our nation for the economy for our people. Rock on @sr_simone: http://ofa.bo/tAK  #ActOnReform,289,421,[],americans,0.7409284114837646,positive,0.5709443092346191
2014/02/27_15:53,The Affordable Care Act needs leaders like you: http://ofa.bo/d9o,234,425,"[['The Affordable Care Act', 'LAW']]",health,0.806472897529602,neutral,0.5562301874160767
2014/02/27_13:20,We will beat the odds. We need to give every child ... the chance to reach their full potential. —President Obama #MyBrothersKeeper,1099,1023,"[['Obama', 'PERSON']]",americans,0.4862442016601562,positive,0.7952595949172974
2014/02/27_13:10,By boosting reading levels we can help more of our kids make the grade. —President Obama #MyBrothersKeeper,482,550,"[['Obama', 'PERSON']]",americans,0.575954020023346,positive,0.7650298476219177
2014/02/27_13:03,We all have a job to do and we can do it together. Black and white. Urban and rural. Democrat and Republican. —President Obama,971,887,"[['Democrat', 'NORP'],['Republican', 'NORP'],['Obama', 'PERSON']]",americans,0.5407134294509888,positive,0.5275457501411438
2014/02/27_13:02,Nothing keeps a child out of trouble like a father who plays an active role in his child's life. —President Obama #MyBrothersKeeper,1714,1200,"[['—President Obama', 'PERSON']]",americans,0.5036268830299377,neutral,0.5600985884666443
2014/02/27_12:58,President Obama: When generation after generation of minority children suffer our country suffers. #MyBrothersKeeper,1016,776,"[['Obama', 'PERSON']]",americans,0.4895651042461395,negative,0.7071521878242493
2014/02/27_12:55,At a time when the economy is growing we've got to make sure that every American shares in that growth not just a few. —President Obama,575,552,"[['American', 'NORP'],['Obama', 'PERSON']]",americans,0.7384915947914124,positive,0.6862589716911316
2014/02/27_12:54,They never gave up on me and so I didn't give up on myself. —President Obama on his support system growing up #MyBrothersKeeper,556,606,"[['Obama', 'PERSON']]",americans,0.5248152613639832,neutral,0.6129782795906067
2014/02/27_12:53,President Obama: I can see myself in these young men...the only difference is I grew up in an environment that was a little more forgiving.,675,691,"[['Obama', 'PERSON']]",americans,0.4705257713794708,positive,0.6333553791046143
2014/02/27_12:43,"LIVE: President Obama is announcing a new initiative called ""My Brother's Keeper"" for young men of color. Watch here:http://ofa.bo/iAb ",594,457,"[['Obama', 'PERSON']]",politics,0.5072448253631592,neutral,0.6274400949478149
2014/02/27_07:32,Big news: We're making big progress.pic.twitter.com/BxsEGjdTJV,580,826,[],business,0.4045361578464508,positive,0.957994818687439
2014/02/26_16:16,"President Obama's review of Minnesota's new light-rail line: ""Fantastic.""pic.twitter.com/Hryp8IbCMF",1280,1841,"[['Obama', 'PERSON'],['Minnesota', 'GPE']]",americans,0.543243408203125,positive,0.6258388757705688
2014/02/26_13:06,While Congress is deciding what it's going to do next I'm just going to go ahead and do what I can to create more jobs. —President Obama,776,1051,"[['Congress', 'ORG'],['Obama', 'PERSON']]",politics,0.5593690276145935,neutral,0.6007110476493835
2014/02/26_13:00,Rebuilding our infrastructure is vital for business. —President Obama #RebuildAmerica,392,487,"[['Obama', 'PERSON']]",business,0.5814560651779175,positive,0.6180676221847534
2014/02/26_12:57,Retweet if you agree that America should have the best airports the best roads and the best trains in the world.,2793,1236,"[['America', 'GPE']]",americans,0.5302815437316895,positive,0.796798050403595
2014/02/26_12:52,Your state legislature is poised to raise the minimum wage this year. —President Obama to Minnesotans,298,460,"[['Obama', 'PERSON'],['Minnesotans', 'NORP']]",americans,0.7426779270172119,neutral,0.7630746364593506
2014/02/26_08:28,Be a leader on heath care reform: http://ofa.bo/g9V,284,365,[],health,0.958008885383606,neutral,0.5745254158973694
2014/02/25_15:52,Progress is hard but progress is possible because of you—and that's why I couldn't be prouder. —President Obama to @OFA #ActionSummit,633,709,"[['Obama', 'PERSON'],['ActionSummit', 'EVENT']]",americans,0.5202839374542236,positive,0.9287812113761902
2014/02/25_15:46,March 31st that's the last call. If they want health insurance now they need to sign up. —President Obama #ActionSummit,401,407,"[['Obama', 'PERSON']]",health,0.6620405912399292,neutral,0.7688044309616089
2014/02/25_15:40,We now have 4 million Americans who have signed up for quality private health insurance through the marketplace. —President Obama,483,577,"[['Americans', 'NORP'],['Obama', 'PERSON']]",americans,0.4910823404788971,positive,0.5517776608467102
2014/02/25_15:38,I could not be prouder of the work you've done to help America get covered. —President Obama #ActionSummit,267,445,"[['Obama', 'PERSON']]",USA,0.5290415287017822,positive,0.9466589093208312
2014/02/25_15:36,Retweet if you're part of the 3/4 of Americans who support raising the minimum wage. #ActionSummit,4431,1402,"[['Americans', 'NORP'],['ActionSummit', 'EVENT']]",americans,0.7860596776008606,neutral,0.7318280339241028
2014/02/25_15:32,If you want a contract with the federal government you've got to pay your workers $10.10 an hour. —President Obama #ActionSummit,725,791,"[['Obama', 'PERSON']]",business,0.6689700484275818,neutral,0.7564244270324707
2014/02/25_15:27,There is no country that is better positioned to take advantage of the future better than us. —President Obama #ActionSummit,340,453,"[['Obama', 'PERSON'],['ActionSummit', 'EVENT']]",americans,0.5064676403999329,positive,0.6453554630279541
2014/02/25_15:24,"President Obama on @OFA and grassroots organizing: ""That's how this country continues to evolve so it's a little bit fairer."" #ActionSummit",137,237,"[['Obama', 'PERSON'],['@OFA', 'ORG'],['ActionSummit', 'EVENT']]",americans,0.5661811828613281,positive,0.5387505292892456
2014/02/25_15:19,Health care reform isn't just about saving lives. It's also about living and living well. —Joshua Crutchfield at the #ActionSummit,328,377,"[['Joshua Crutchfield', 'PERSON'],['the #ActionSummit', 'EVENT']]",health,0.9130889177322388,positive,0.6360564827919006
2014/02/25_14:38,For many people it is the difference between life and death. — @MelodyCBarnes on health care reform at the #ActionSummit,213,335,"[['the #ActionSummit', 'EVENT']]",health,0.7958033084869385,neutral,0.7597124576568604
2014/02/25_14:33,You have returned political power to where it belongs—the American people. — @MelodyCBarnes at the #ActionSummit,186,292,"[['American', 'NORP'],['@MelodyCBarnes', 'PERSON'],['the #ActionSummit', 'EVENT']]",americans,0.7255446314811707,neutral,0.69646817445755
2014/02/25_14:29,Let everybody out there know: It's the last call. It's time to get covered. — @OFA Executive Director Jon Carson at the #ActionSummit,173,258,"[['@OFA', 'ORG'],['Jon Carson', 'PERSON'],['the #ActionSummit', 'EVENT']]",business,0.4689834415912628,neutral,0.7274633049964905
2014/02/25_14:22,It's the last call. — @OFA Executive Director Jon Carson on the push to help Americans get covered #ActionSummit,122,205,"[['@OFA', 'ORG'],['Jon Carson', 'PERSON'],['Americans', 'NORP'],['#ActionSummit', 'EVENT']]",americans,0.5739452242851257,neutral,0.7706913948059082
2014/02/25_12:55,We'll make sure that opportunity for all is something that was made in the USA. —President Obama #ActOnJobs,388,527,"[['USA', 'GPE'],['Obama', 'PERSON']]",USA,0.5512183308601379,positive,0.7008585333824158
2014/02/25_12:45,President Obama: I don't want the next big job-creating discovery to come from Germany China or Japan. I want it to be made in America.,807,949,"[['Obama', 'PERSON'],['Germany', 'GPE'],['China', 'GPE'],['Japan', 'GPE'],['America', 'GPE']]",americans,0.4953760206699371,neutral,0.4890282750129699
2014/02/25_12:39,Today we're announcing the next two advanced manufacturing hubs. —President Obama #OpportunityForAll,218,396,"[['Obama', 'PERSON']]",business,0.5699548125267029,positive,0.6594127416610718
2014/02/25_12:31,This is a moment when our economy is growing ... Our businesses have created about 8.5M new jobs over the past 4 years. —President Obama,359,491,"[['Obama', 'PERSON']]",business,0.6414772868156433,positive,0.931346356868744
2014/02/25_12:29,Today I am joined by researchers who invent some of the most advanced metals on the planet. —President Obama,252,438,"[['Obama', 'PERSON']]",americans,0.515876829624176,positive,0.8916929960250854
2014/02/25_12:20,LIVE: President Obama is announcing a new plan to boost job growth for middle-class Americans.http://ofa.bo/iAE ,301,362,"[['Obama', 'PERSON']]",americans,0.4953333437442779,positive,0.6498441696166992
2014/02/25_07:53,Julie is saving $1000 a month on health insurance. Seriously. http://ofa.bo/g9I  #ThisIsWhy,275,424,"[['Julie', 'PERSON']]",health,0.8153228759765625,positive,0.5083251595497131
2014/02/24_16:50,Watch @VP Biden on @LateNightSeth's debut show tonight.pic.twitter.com/igmcPgZ9LA,719,1367,"[['Biden', 'PERSON'],['@LateNightSeth', 'WORK_OF_ART']]",politics,0.6462240219116211,neutral,0.87399822473526
2014/02/24_14:49,Are you passionate about seeing the Affordable Care Act succeed? Join this team:http://ofa.bo/t9j,334,530,"[['the Affordable Care Act', 'LAW']]",health,0.7399510741233826,positive,0.7620729804039001
2014/02/23_09:37,WATCH: The President has a special message for you. http://ofa.bo/s9c  #GetCovered,350,521,[],americans,0.4704003632068634,neutral,0.5829647779464722
2014/02/22_09:48,Restoring the idea of opportunity for all requires a year of action from all of us. —President Obama http://ofa.bo/p9i  #RaiseTheWage,643,724,"[['Obama', 'PERSON']]",americans,0.5492871403694153,positive,0.605844259262085
2014/02/21_09:19,The Affordable Care Act is working. Join the team that's letting people know:http://ofa.bo/p9Y,348,494,"[['The Affordable Care Act', 'LAW']]",health,0.6924869418144226,positive,0.8736077547073364
2014/02/21_07:56,Watch: Rosetta's getting a good deal on her health coverage. http://ofa.bo/d8a  #ThisIsWhy,161,342,"[['Rosetta', 'PERSON']]",health,0.8908026814460754,positive,0.8352609872817993
2014/02/20_11:24,Today's #ThrowbackThursday: Remember when too few health care plans included maternity coverage?http://ofa.bo/a8y,304,467,"[['#ThrowbackThursday:', 'EVENT']]",health,0.8905966281890869,neutral,0.5830187201499939
2014/02/20_10:06,Help tell the story of how the Affordable Care Act is working for Americans: http://ofa.bo/b9W,270,345,"[['the Affordable Care Act', 'LAW'],['Americans', 'NORP']]",americans,0.5543755888938904,neutral,0.6483871936798096
2014/02/20_07:36,Retweet if you're ready for Congress to accept the science and #ActOnClimate.,2914,1338,"[['Congress', 'ORG']]",climate change,0.812506377696991,neutral,0.767235517501831
2014/02/19_15:38,Health insurance could be more affordable than you think: http://ofa.bo/q9G,390,544,[],health,0.9761090278625488,positive,0.7977142930030823
2014/02/19_14:50,Let's get it done. #RaiseTheWagepic.twitter.com/pkYZZsSsUR,2158,2105,[],business,0.6391308903694153,positive,0.611770749092102
2014/02/19_12:40,Retweet if you believe America deserves a raise. #RaiseTheWage,4869,1827,"[['America', 'GPE']]",USA,0.5238873362541199,neutral,0.5235391855239868
2014/02/19_11:20,Amee needs Congress to act on unemployment insurance—and she's not the only one. http://ofa.bo/e8Z  #RenewUI,295,367,"[['Amee', 'PERSON'],['Congress', 'ORG']]",americans,0.6826584339141846,neutral,0.63930344581604
2014/02/19_07:38,No one who works full time in America should have to raise a family in poverty. Tell Congress to #RaiseTheWage: http://ofa.bo/i8v,1276,1274,"[['America', 'GPE'],['Congress', 'ORG']]",americans,0.5805608034133911,negative,0.5260211825370789
2014/02/18_14:01,This team is helping make sure the new health care law is a success. Are you in? http://ofa.bo/e7f,294,497,[],health,0.892691433429718,positive,0.8833594918251038
2014/02/18_10:13,Affordability and guaranteed coverage: #ThisIsWhy Eileen likes health care reform. http://ofa.bo/r80 pic.twitter.com/sWuNXPzeBI,261,416,"[['Eileen', 'PERSON']]",health,0.8987457752227783,positive,0.6394429802894592
2014/02/18_08:36,Opportunity for all. That's the essence of America. —President Obama,834,877,"[['America', 'GPE'],['Obama', 'PERSON']]",USA,0.6135587096214294,positive,0.6221083998680115
2014/02/18_08:32,LIVE: President Obama is announcing new measures to combat climate change and reduce pollution.http://ofa.bo/s7u,328,401,"[['Obama', 'PERSON']]",climate change,0.6793660521507263,neutral,0.5647587180137634
2014/02/17_11:03,What have you heard about health care reform? Take this quick survey:http://ofa.bo/f8I,208,377,[],health,0.8672913312911987,neutral,0.8912169337272644
2014/02/16_14:54,The science of climate change is leaping out at us like a scene from a 3D movie ... it’s compelling us to act. —Secretary @JohnKerry,1230,1053,"[['@JohnKerry', 'PERSON']]",climate change,0.9226709604263306,neutral,0.4958718717098236
2014/02/15_11:39,Follow @OFA today to see volunteers across the country showing their members of Congress the #CostOfInaction on immigration reform.,283,385,"[['@OFA', 'ORG'],['Congress', 'ORG']]",americans,0.6599372625350952,neutral,0.7847796678543091
2014/02/15_10:35,Explore the new health care options—your wallet may thank you: http://ofa.bo/p7N  #GetCoveredpic.twitter.com/ZYD66Pr0zw,360,413,[],health,0.8653353452682495,positive,0.8532597422599792
2014/02/15_07:55,Health insurance is a few clicks away: http://ofa.bo/s7C  #GetCoveredpic.twitter.com/ycKXmErm3Z,446,614,[],health,0.8957496881484985,neutral,0.7231557965278625
